User,Date,None,Retweet,Tweets,Label
AestheticsPract,11/9/2016 22:32,None,FALSE,RT @mitchellvii: With President Trump finally well have a government by the people not to the people...,?
mia_isaacs,11/9/2016 22:32,None,FALSE,RT @DerbyWill: If youre bashing Trump &amp; his voters &amp; calling them a variety of hateful names arent you doing exactly what you accuse the ,?
LuciaLA6,11/9/2016 22:32,None,FALSE,RT @raymvnd: maze is coming for you trump https://t.co/xUxAMbSa1H,?
ogiomatic,11/9/2016 22:32,None,FALSE,RT @renoomokri: When they cant explain your wealth  they will call it Dasuki money and when they cant explain Trumps victory they will ,?
MsContradict,11/9/2016 22:32,None,FALSE,RT @CarmineZozzora: The Left isnt looking to unite and work together to #MAGA but rather how to destroy Trump and what the people just cr ,?
elagusoo,11/9/2016 22:32,None,FALSE,i dont think trump ever said the wall was a physical wall when he said he was going to build a wall with mexico,?
RianneMikaela,11/9/2016 22:32,None,FALSE,RT @CatherineForNV: Our government is based on a system of checks and balances. And trust me I will be one hell of a check on Donald Trump.,?
KimbersFan,11/9/2016 22:32,None,FALSE,RT @polkabecky: All those racist Trump voters... Oh wait... https://t.co/ImGjMIYji7,?
Hezza7,11/9/2016 22:32,None,FALSE,@774melbourne @islamoyankee Typical left wing intellectual Telling people how to think &amp; act Your the reason Trump got elected Suck it up,?
EdelweissCherie,11/9/2016 22:32,None,FALSE,RT @Thomasismyuncle: My youngest boy voted for Trump as did my older brother. Im pretty sure they dont hate blk ppl... though Ill ask t ,?
eliztaylor99,11/9/2016 22:32,None,FALSE,RT @norm: I was hoping to tweet this at Trump but Im going have to tweet it at all Americans. And this isnt a joke its a ,?
australizer,11/9/2016 22:32,None,FALSE,Protesters burn US flag in objection to Trump victory  https://t.co/PZ3OKFfKuo https://t.co/nuor0TAil1,?
hoeslovehenn,11/9/2016 22:32,None,FALSE,RT @The__Prototype: Hillary: So yall only with me cuz yall hate Trump?Us: https://t.co/zqfFCAAOAV,?
sleepylemur,11/9/2016 22:32,None,FALSE,RT @MMFlint: In one last act of sad historical irony last night Donald Trump  held his victory party in the hotel where Malcolm X spent hi ,?
crazycdn123,11/9/2016 22:32,None,FALSE,RT @Stretford_Red86: @maddow Isnt that exactly the kind of pro-establishment excuse making that helped create Trump on the first place.,?
Kashia2016,11/9/2016 22:32,None,FALSE,RT @chinkdej: im tired of seeing about this Trump shit  it is what it is now . Keep doing what you was doing before he got elected  FUCK ,?
trapcula,11/9/2016 22:32,None,FALSE,RT @TheloniusBlue: @TheAliasBeing If You Wish Death Upon Trump Youre A Sick Individual https://t.co/HSDYpG5sQX,?
DaKidrauhlRock,11/9/2016 22:32,None,FALSE,RT @CarrieFairygirl: @traciethoms @zlikeinzorro my niece asked us If Trump wins will all girls be slaves? A girl in my class told me that.,?
NanaKwedwo,11/9/2016 22:32,None,FALSE,@EfuaIsEnuf yet Trump won and Hillary lost. Even her co women voted against her. Men should remain trash.,?
trublumatty,11/9/2016 22:32,None,FALSE,RT @AJEnglish: A nation divided by Trumps victory. https://t.co/K2a5wxDasi,?
hoppi69,11/9/2016 22:32,None,FALSE,RT @criibabyjay: @hoppi69 a lot of them are like Trump isnt going to be my president! Like if youre an American yes he is going to your ,?
whoisvlo,11/9/2016 22:32,None,FALSE,RT @streetsdiscipIe: Ya MCM doesnt understand why its a problem that the 1st president was racist and so is the 45th. Over 200 years l ,?
mcarepresenatve,11/9/2016 22:32,None,FALSE,https://t.co/VDSSYCuHU1 #mca Mexico says does not expect Trump deportation plan to begin soon https://t.co/9XPniYlxdU,?
colefin3,11/9/2016 22:32,None,FALSE,RT @ChaseSitzz: Liberals: Dont generalize an entire population of people!Liberals: All Trump supporters are racist homophobic misogy ,?
ClairisaJenkins,11/9/2016 22:32,None,FALSE,RT @norm: I was hoping to tweet this at Trump but Im going have to tweet it at all Americans. And this isnt a joke its a ,?
carver_annie,11/9/2016 22:32,None,FALSE,RT @ColeLedford11: Today we mourn.Tomorrow we plan.In 2018 we retake congress.And in 2020 we make Donald Trump a one-term president.,?
Thunder7869,11/9/2016 22:32,None,FALSE,RT @gatewaypundit: Saudi Prince Who Called Trump a  Disgrace    Kisses Trump s Butt Today https://t.co/HNGYATCYKM via @gatewaypundit,?
ZensoInsights,11/9/2016 22:32,None,FALSE,WWE News: Hulk Hogan Optimistic After Donald Trump Victory - Donald Trump is the new President of the United S... https://t.co/0nnKLgBM9k,?
Filipe_Sibinel,11/9/2016 22:32,None,FALSE,@EmmaWatson thank you so much for being respectful. other celebs Are treating trump supporters with such distain it makes me sick. Thank you,?
spookysashh,11/9/2016 22:32,None,FALSE,RT @aatttrain: Me now that trump is president https://t.co/BOsHOh8vlg,?
Jeremiah_Robs,11/9/2016 22:32,None,FALSE,Wrong. Wrong. Wrong. https://t.co/X1jovNdcvR,?
ZyiteGadgets,11/9/2016 22:32,None,FALSE,check out https://t.co/wx9Ye2CDdL! Silicon Valley Reels After Trumps Election - New York Times https://t.co/caNZTUKwTc,?
SathriSheena,11/9/2016 22:32,None,FALSE,RT @TRANSVIOLETBAND: We are all Barron Trump. #wtf https://t.co/ufHgAyyCZP,?
CMMR123,11/9/2016 22:32,None,FALSE,RT @MMFlint: TO-DO LIST Item #2: Fire all pollsters pundits and bloviators who not only got it wrong but created the creature known as Don ,?
georgiajaii,11/9/2016 22:32,None,FALSE,RT @mamabunbuns: @NBH_Writes @brooke_durborow He did not earn the popular vote though. The nation elected Clinton the system elected Trump.,?
HisJawLineTho,11/9/2016 22:32,None,FALSE,RT @TheOrlandoJones: Donald Trump is our next POTUS. Glenn Beck is suddenly woke af. In the face of this reality Im forced to question if ,?
ChillyFB,11/9/2016 22:32,None,FALSE,RT @ACLU_NCA: If Donald Trump implements his proposed policies well see him in court.  https://t.co/EA1RadIpRM,?
gennwired2013,11/9/2016 22:32,None,FALSE,RT @RachelleLefevre: The numbers dont lie: If you voted for Gary Johnson or Jill Stein you voted for Trump. You were told. Dont ever tel ,?
_bigSHAUN,11/9/2016 22:32,None,FALSE,lmfao  https://t.co/NDCnGEoeTW,?
Mudiwaaa,11/9/2016 22:32,None,FALSE,@kaytFoxx you still support Trump my man?,?
hlneglt,11/9/2016 22:32,None,FALSE,RT @cocochanelite: if Trump wins Im moving to Canada ok so ppl fleeing their country from political crisis isnt ok unless its USA htt ,?
Sofia03336,11/9/2016 22:32,None,FALSE,RT @weknowwhatsbest: To those thugs throughout the country protesting Trump today please note: as of Nov 9 the DNC is no longer paying ca ,?
mab_NC,11/9/2016 22:32,None,FALSE,RT @Jus1Nyt: Obama: Trump is our next President.Biden:  https://t.co/TgTLH8X1Ul,?
DirtyRew,11/9/2016 22:32,None,FALSE,I teach 8th grade and I do not support Trump but I did not see a single kid care. At all. In any way. https://t.co/HP5YUHUPRv,?
SarahAhmed96,11/9/2016 22:32,None,FALSE,RT @ACLU: Should President-elect Donald Trump attempt to implement his unconstitutional campaign promises well see him in court.,?
GarnerMeg,11/9/2016 22:32,None,FALSE,RT @politicalwire: President-elect Trump faces a trial before federal jury on November 28 in the Trump University lawsuit https://t.co/YmS ,?
fredrickada1,11/9/2016 22:32,None,FALSE,RT @GEJonathan: I congratulate President-elect Donald Trump. I also salute Mrs Clinton for conceding. Having done this I know it takes gre ,?
AndyRowe8880,11/9/2016 22:32,None,FALSE,I protested the war in Vietnam in Berkeley! Keep it going peopel! Free speech still exists! https://t.co/NVjZ2nns6U,?
sawngbyrd28,11/9/2016 22:32,None,FALSE,The fact that she took her car to my Uncles shop! #LibertyAutoBody https://t.co/XDCWw5xqJH,?
emtaxltd,11/9/2016 22:32,None,FALSE,Investors buy shares in builders and defence firms after Trump win https://t.co/xOM4XhvgJm,?
VIHREAKANA,11/9/2016 22:32,None,FALSE,Trump Picks Top Climate Skeptic to Lead EPA Transition!Choosing Myron Ebell means Trump plans to drastically... https://t.co/oOHZXXhuds,?
JulieClifton,11/9/2016 22:32,None,FALSE,RT @jeremycorbyn: Trumps election is a rejection of a political establishment and an economic system that has left too many people ,?
AngryFoodie2015,11/9/2016 22:32,None,FALSE,Deals never ratified by Congress and therefore not valid anyway. https://t.co/TsSvojfszG,?
michaelnowlin1,11/9/2016 22:32,None,FALSE,RT @evanasmith: Must-read @ewaltersTX: What @realDonaldTrump win could mean for health care in Texas #txlege  https://t.co/s7GihDg69z,?
kkbree_,11/9/2016 22:32,None,FALSE,RT @XOashh_: Im tired of seeing this trump shit everywhere,?
Lyssa_Nicolee13,11/9/2016 22:32,None,FALSE,RT @kndlhawk: You stand for the National Anthem in honor of the courageous men and women who have fought for you to do so. Not th ,?
Sunnnay_,11/9/2016 22:32,None,FALSE,RT @ACLU: Should President-elect Donald Trump attempt to implement his unconstitutional campaign promises well see him in court.,?
mearlyalter1,11/9/2016 22:32,None,FALSE,This may be written for his daughter but it helped this almost 47 yr old too. https://t.co/qWQuA4vU7i,?
deadheadkat,11/9/2016 22:32,None,FALSE,RT @docrocktex26: Maybe Im just a Texan but Trump is EXACTLY the GOP Im accustomed to voting against. Welcome to the show already in pro ,?
DearloveDaniel,11/9/2016 22:32,None,FALSE,RT @GovMikeHuckabee: Rachel Maddow interrupted reporting of Trump s victory to assure viewers that they werent in Hell. Its true TVs in H ,?
PaginaNuovaTV,11/9/2016 22:32,None,FALSE,CNN - 4 surprises that led to Trumps win https://t.co/Wy0j3cfkw5 #PaginaNuova #TV,?
162recce,11/9/2016 22:32,None,FALSE,RT @GreeGreece: Rather the consequences of an LNP government are the primary problem. https://t.co/qEP8NsjIzc,?
JakubFabo,11/9/2016 22:32,None,FALSE,RT @AdamKuczynski: Itll be interesting to see what Trumpll be like now that he can partly drop his media persona. Impending change of cha ,?
mizzukage,11/9/2016 22:32,None,FALSE,RT @buterastana: Every time you rt this a homophobic trump supporter Will unfollow you https://t.co/Nia7Turo6s,?
rootbeer06,11/9/2016 22:32,None,FALSE,RT @AriaWilsonGOP: Wall Street Closed on a YUGE TRUMP HIGH! https://t.co/UDj8Nc6Gkq  Please RT  https://t.co/lsBtzPBclU,?
RonovanMcNabb,11/9/2016 22:32,None,FALSE,RT @ochocinco: Being upset about things that are out of your control is wasted energy whats done is done get back to your daily ,?
tomks613,11/9/2016 22:32,None,FALSE,@Lrihendry @Neilstradamus Juans shot cant believe trump won so hes in denial.,?
jackspringerman,11/9/2016 22:32,None,FALSE,Its an odd day pot is legal and Trump is president i have nothing to complain about. https://t.co/YHQACI8u33,?
cmdorsey,11/9/2016 22:32,None,FALSE,RT @drewmistak: Republicans not accepting President Obama in 2008 = racist. Democrats crying #NotMyPresident for Trump in 2016 = moral su ,?
Mike4Wil,11/9/2016 22:32,None,FALSE,RT @BlancsRAM19: If you support Trump I do look at u differently &amp; Im not sorry about it. Youre okay with racism rape sexism hate &amp; i ,?
hesthatguy1986,11/9/2016 22:32,None,FALSE,RT @mitchellvii: With President Trump finally well have a government by the people not to the people...,?
BrianTNichols,11/9/2016 22:32,None,FALSE,RT @DannyPostel: Islamist extremists celebrate Trumps election win https://t.co/xcBqtInqGN,?
DaRudity,11/9/2016 22:32,None,FALSE,RT @TheMelaninPlug: Donald trump is outright racist evil and cruel but his Vice President aint no better.,?
MarkBecerraSr,11/9/2016 22:32,None,FALSE,RT @d_seaman: Wanted Trump. Got Trump. #MAGA https://t.co/d7e3pely9U,?
tfiles999,11/9/2016 22:32,None,FALSE,RT @goldrushtodd: Like Trump or hate him I think we all can come together on one thing getting rid of Miley Cirrus.  https://t.co/gPB8sLd1 ,?
GrouchyRasputin,11/9/2016 22:32,None,FALSE,RT @dcexaminer: Ted Cruz congratulates President-elect Donald Trump https://t.co/QAjlfNQUtQ https://t.co/CbB2P0j1U4,?
RACCOONClTY,11/9/2016 22:32,None,FALSE,hannah bab this is the funniest thing ive seen all day thanks https://t.co/5vQx6t9Fyh,?
cruddy_zay54,11/9/2016 22:32,None,FALSE,RT @FunnyPicsDepot: this is america after laughing at the election memes all day but then trump ended up winning the election https://t.co/ ,?
VeraqzMC,11/9/2016 22:32,None,FALSE,RT @Jay_Jeffs: If trump wins Ill send everyone who RTs this $50. https://t.co/YMKLmAeGrH,?
swinehouse,11/9/2016 22:32,None,FALSE,@teamfourstar my response to President Trump this morning...https://t.co/hZKwSyu1tJ,?
KevinUribes,11/9/2016 22:32,None,FALSE,RT @guaptimus_prime: If Trump can seriously win the PRESIDENCY OF THIS NATION I dont want to see a job description with experience requi ,?
handsattheheart,11/9/2016 22:32,None,FALSE,RT @StephenKing: My newest horror story: Once upon a time there was a man named Donald Trump and he ran for president. Some people wanted ,?
_stupidjavier,11/9/2016 22:32,None,FALSE,RT @mami_chique: Donald Trump is not my President. I will disrespect the fuck outta him like you white folks did to Obama. Fuck him and his ,?
StephKilen,11/9/2016 22:32,None,FALSE,RT @JamesMelville: And so it begins...https://t.co/Ha9XTJN339,?
yahmbryan,11/9/2016 22:32,None,FALSE,bruce... https://t.co/uR28M7QSJj,?
db_dholakpur,11/9/2016 22:32,None,FALSE,RT @netanyahu: President-elect Trump my friend: Congratulations on being elected President of the United States of America. ,?
Jeninee_98,11/9/2016 22:32,None,FALSE,RT @junglejiiim4322: so it was okay for you to highly disrespect Obama but now its our turn to shut up and respect Trump? nah homie sorry ,?
jfantillon,11/9/2016 22:32,None,FALSE,RT @pattonoswalt: We survived 8 years of Bush. We can survive 2 1/2 years of Trump. Laugh at the darkness and go easy on yourselves okay?,?
everetttrue,11/9/2016 22:32,None,FALSE,When Trump comes over for a state visit is there a danger that he will touch up the Queen?,?
lsosis,11/9/2016 22:32,None,FALSE,RT @true_pundit: Donald Trump just ended America s 2 biggest political dynasties in 18 months #Trump #TruePundithttps://t.co/l4IbvSR0uU,?
bitchables,11/9/2016 22:32,None,FALSE,RT @TheRealTawon__: Im the only person still lost on who their taking America back from ? https://t.co/fv2gOi4jQy,?
PANYGAFLgirl,11/9/2016 22:32,None,FALSE,Please follow through with your golden big mouths. #Good-byeAnti-TrumpCelebs https://t.co/aEuHpJYL0G,?
David_AKA_Chops,11/9/2016 22:32,None,FALSE,RT @CBSSF: Students at #Oakland Tech #Berkeley High and #BishopODowd walk out to protest #Trump win. https://t.co/tiVVGx1e3s https://t.co ,?
Mcpollodeldia,11/9/2016 22:32,None,FALSE,RT @thelaplayboy: The guys who dont understand how Trump won are the same guys who dont understand why they cant get girls after being  ,?
BrianMBeebe,11/9/2016 22:32,None,FALSE,RT @TheGingerarchy: Trump got fewer votes winning than Romney did losing. Dont blame third party voters for your people not showing up.,?
melodysweaver,11/9/2016 22:32,None,FALSE,RT @albertmohler: We must now pray that God will use Donald Trump and lead him to guide our nation well with justice and righteousness.,?
vsalinas_,11/9/2016 22:32,None,FALSE,RT @tawbii: Not only did the Simpson predicted Trump winning they even predicted the electoral map and they got it right. https://t.co/2 ,?
montyotoole,11/9/2016 22:32,None,FALSE,RT @IsraelNewsNow: #IsraeltheRegion #BarackObama #HillaryClinton #USelections Burying hatchet Obama says he s  rooting  for Trump to  http ,?
JamesChurms,11/9/2016 22:32,None,FALSE,Feels for Hillary imagine losing to Donald fricking Trump  ,?
joelandcheezits,11/9/2016 22:32,None,FALSE,RT @PURAVlDA: ALL U WHITE BITCHES THAT VOTED FOR TRUMP BETTER NOT BE IN ROSARITO FOR PAPAS &amp; BEER FOR SPRING BREAK FOH,?
ladybuggirl411,11/9/2016 22:32,None,FALSE,@alexandra_paul @sciam Trump won.  How is killing babies and laughing at sex trafficking okay? Plus security breaches and putting US at risk,?
txfreethinkerqt,11/9/2016 22:32,None,FALSE,RT @WayneDupreeShow: Hillary Supporters Sending Death Threats To Gay Couple Who Support Trump! https://t.co/T7ALd3KfVu via @WayneDupreeShow,?
NickKunkel2,11/9/2016 22:32,None,FALSE,RT @BMS_ThadCastle: Hillary Clinton and Donald Trump arent going to be what tears this country apart its going to be us if we keep actin ,?
MarkTraynor_,11/9/2016 22:32,None,FALSE,RT @Cam_Major: Trump you a bitch ass nigga and i hope.... https://t.co/4JDMo5nlWq,?
RJHalsey,11/9/2016 22:32,None,FALSE,President Trump,?
Joe_Yinzer,11/9/2016 22:32,None,FALSE,Trump called for Hillarys assassination more than once. No one did anything about it. He gets elected President,?
iconsehun,11/9/2016 22:32,None,FALSE,goodnight i love everyone who isnt a trump supporter and i hope you all stay safe ,?
_wadduplee,11/9/2016 22:32,None,FALSE,RT @Jdxthompson: Trump becomes president with little political experience but I need a masters degree and 4 years experience for an entry l ,?
Platinum_BABYY,11/9/2016 22:32,None,FALSE,RT @kayholmes_: In the meantime this young black woman shall get her degree apply to grad school and be a successful w/ or w/o trump in off ,?
mitchvoliver,11/9/2016 22:32,None,FALSE,RT @DavidAFrench: My Never Hillary self is deeply gratified. Im unambiguously thrilled about the House and Senate. I hope my Never Trump s ,?
vcatovic,11/9/2016 22:32,None,FALSE,RT @NME: Mac DeMarco offers to marry anyone who wants to move to Canada following Trump election win https://t.co/TEkdzJnytf https://t.co/G ,?
Realjmannarino,11/9/2016 22:32,None,FALSE,NICE.  https://t.co/veiEteZgd7,?
HOUSEPRINCESA,11/9/2016 22:32,None,FALSE,RT @Univ_inenglish: Mexico holds off emergency measures as peso tanks on Trump win #TrumpPresident #Mexico  https://t.co/6ZrW3T6OSO,?
smolsp00kehtaco,11/9/2016 22:32,None,FALSE,im driving here i sit cursing my government for lETTiNG dONaLD tRuMP rUn fOR fuCKiNG pReSIDENT,?
Balou8900,11/9/2016 22:32,None,FALSE,Thanks Captain Obvious https://t.co/8sDN0NWOIL,?
relizabeth34,11/9/2016 22:32,None,FALSE,RT @guaptimus_prime: If Trump can seriously win the PRESIDENCY OF THIS NATION I dont want to see a job description with experience requi ,?
andrews_brad,11/9/2016 22:32,None,FALSE,RT @cenkuygur: The Democrats lost the House the Senate and lost to Donald Fin Trump. Is there any reason why everyone at the DNC shouldn ,?
katie_notkaty,11/9/2016 22:32,None,FALSE,RT @JenKirkman: America. Dont blame anyone who leaves. Fuck staying and fighting. We TRIED THAT. I dont blame anyone who wants to ,?
celestiallmj,11/9/2016 22:32,None,FALSE,If youre a POC Muslim or LGBTQ member and voted Trump dont complain about any mistreatment you get from now onYou chose it,?
wedontevenkiss,11/9/2016 22:32,None,FALSE,RT @BlancsRAM19: If you support Trump I do look at u differently &amp; Im not sorry about it. Youre okay with racism rape sexism hate &amp; i ,?
RoyFletcher7,11/9/2016 22:32,None,FALSE,RT @WeLoveJillStein: ninaturner: Why Trump Won via thenation https://t.co/IGHIYtJ3G8,?
CharlieMascenik,11/9/2016 22:32,None,FALSE,RT @katdenomme: #NoTPP Obama is trying to put the last nail in the Democratic Partys coffin... @BernieSanders https://t.co/LmA64O30M6,?
k4yheat_,11/9/2016 22:32,None,FALSE,RT @RichDrees: #ThankObamaIn4Words Thanks for letting TRUMP win via FAKE BANDWAGON effect because HE BUYS TWITTER FOLLOWERS AND RE ,?
SeanDev55,11/9/2016 22:32,None,FALSE,RT @GrumpySkeletor: Imagine Donald Trump becoming the leader of the free world and yet this was your most pressing concern.  https://t.co/Y ,?
AppleRunning1,11/9/2016 22:32,None,FALSE,@PuppyWaveboyyyy @CathieMarie2014 @FightNowAmerica okay how has trump accomplished this? Specifics,?
claireidek,11/9/2016 22:32,None,FALSE,RT @WORLDSTAR: Hillary and Trump will never reach this level https://t.co/IaKIzm156U,?
hoerxgui,11/9/2016 22:32,None,FALSE,RT @girlposts: Gaga is holding a protest against Donald Trump outside Trump Tower https://t.co/PDzP7ReFFv,?
ImReal_LeeTall,11/9/2016 22:32,None,FALSE,You shoulda kept this to ya self b....the hate is real outchea https://t.co/9EreLjX45c,?
USADailyInfo,11/9/2016 22:32,None,FALSE,Russian President Putin First World Leader To Congratulate President-Elect Trump https://t.co/MpI12tXdM6 via @USADailyInfo,?
SchadeTom,11/9/2016 22:32,None,FALSE,RT @FreeDavidKing: Joy said she was leaving the US if Trump wins. Every RT notifies @JoyVBehar  that she can get the hell out now! ,?
DK_T2,11/9/2016 22:32,None,FALSE,yeah no https://t.co/Q2zuBmbtAq,?
AnToneMcTony,11/9/2016 22:32,None,FALSE,RT @CloudN9neSyrup: Trump can become president with no political experience but my mans cant be a doctor with no degree smh https://t.co/C ,?
schanoes,11/9/2016 22:32,None,FALSE,RT @NYMag: Jeff Sessions is making it perfectly clear that the anti-Semites  love of Trump is not unrequited or coincidental https://t.co/q ,?
WillHBarnes,11/9/2016 22:32,None,FALSE,RT @NoahShachtman: Hundreds of top intel &amp; homeland security pros swore theyd never work for Trump or turned down his transition team. htt ,?
TheMinhasShow,11/9/2016 22:32,None,FALSE,RT @CaliExit: I refuse to let Donald Trump ruin California with his stupidity.#CalExit,?
harmonizerpayne,11/9/2016 22:32,None,FALSE,RT @K_A_DD: Trump will be on trial for child rape in DecemberPence advocates for electro shock therapy on gaysThis is who you voted for,?
starrysabbie,11/9/2016 22:32,None,FALSE,RT @lincolnablades: STOP calling Trump voters UNEDUCATED. Trump DOMINATED the young white college vote in the south. Whites of ALL educatio ,?
DCDevintheDude,11/9/2016 22:32,None,FALSE,RT @marclamonthill: White people watched Donald Trump demonstrate no knowledge of the issues lose the debates and insult everyone. They s ,?
GlennB_99,11/9/2016 22:32,None,FALSE,To all of you who asked me antagonistically if Im ok cause trump won Im fine I think its you who needs to be checked up on tbh,?
nanobearr,11/9/2016 22:32,None,FALSE,RT @IamDeeMerlon: I now understand why Trump won. Watch this   https://t.co/L4Wrj3N5oq,?
savs66,11/9/2016 22:32,None,FALSE,I love a Happy Ending... #ElectionNight #Trump #Clinton https://t.co/1TIDGpi9NN,?
KPudims,11/9/2016 22:32,None,FALSE,@CWCSonichu. I hope you get reported for this are you sick? You need a straight jacket or prison cell! https://t.co/DnUKnwhCUv,?
Serya_chan,11/9/2016 22:32,None,FALSE,people are screaming fuck donald trump outside. nice guys keep it going. at this point idec if I cant fall asleep it needs to be heard,?
wanderbrook,11/9/2016 22:32,None,FALSE,RT @missymoore9075: to all the people who are saying oh calm down yall its just trump its not like its the apocalypse or anything i ha ,?
pytksoo,11/9/2016 22:32,None,FALSE,RT @jaecarna: 25th President of the US was assassinated35th President of the US was assassinatedDonald Trump is the 45th......lets not b ,?
kriegsss13,11/9/2016 22:32,None,FALSE,RT @DerbyWill: If youre bashing Trump &amp; his voters &amp; calling them a variety of hateful names arent you doing exactly what you accuse the ,?
yeezysnigga,11/9/2016 22:32,None,FALSE,Oh honey you dont wanna go there https://t.co/NY9mAwrNhD https://t.co/ssaPc2Skx3,?
MaryEllen437COS,11/9/2016 22:32,None,FALSE,RT @disspat: Sorry @amyschumer but a deals a deal - you said youd leave the country if we voted Trump in &amp; we did our part... ,?
cytutts,11/9/2016 22:32,None,FALSE,someone wrote fuck trump in sharpie on only the white peoples doors in my building,?
gregorymcmaho13,11/9/2016 22:32,None,FALSE,RT @V_of_Europe: America should know one thing: Protect president Trump the left is dangerous. https://t.co/gFHTnoqhXz,?
GiassTales,11/9/2016 22:32,None,FALSE,RT @blicqer:   This is no time for unity   Trump must be confronted with relentless protest https://t.co/MHd3AAhvex @USUncut https://t.co/B ,?
PurviRajani,11/9/2016 22:32,None,FALSE,RT @sunlorrie: Trudeau Must Make Keystone Approval A Top Priority For Trump: Tories https://t.co/SMoiCNF3IG #cdnpoli,?
AntoniaAlex,11/9/2016 22:32,None,FALSE,RT @RevoltTV: Martin Shkreli actually livestreamed parts of  Wu-Tangs Once Upon a Time in Shaolin. https://t.co/J8zg3HXFYN https://t.co/ ,?
Wensumblogger,11/9/2016 22:32,None,FALSE,Frances far-right Front National just issued an utterly chilling warning https://t.co/l6mJamI0Q4,?
Ahlamnuur,11/9/2016 22:32,None,FALSE,RT @JamzLdn: All this trump madness has overshadowed those deaths in Croydon. RIP to all those who passed hope the driver is jailed for li ,?
mycrowsoffed,11/9/2016 22:32,None,FALSE,RT @WillMcHoebag: Having seen the reaction from Russia Im now 100 sure Trump was the better choice over Clinton who transparently wanted ,?
MinxGotClaws,11/9/2016 22:32,None,FALSE,RT @mister_CMS: When Germany has to clarify to America and Trump that it must respect Human Rights in order for the two nations coo ,?
adie_mosdell,11/9/2016 22:32,None,FALSE,RT @EddieHearn: You cant be surprised that Trump has got in when thousands are voting for Honey G every Saturday,?
TrapGodRue,11/9/2016 22:32,None,FALSE,Was driving around playing Fuck Donald Trump &amp; got in a fight at a stop light https://t.co/AcYXa3pjCV,?
arzydel,11/9/2016 22:32,None,FALSE,RT @UKIPNFKN: Russians Toast To President Trump via TheDailyBeast#Trump2016https://t.co/oLwOG8Hmtz,?
wild_wanderer,11/9/2016 22:32,None,FALSE,RT @lilmsragerr: 3 schools in JUST Berkeley walked out. https://t.co/0L7ypRc6xp,?
lattanothing,11/9/2016 22:32,None,FALSE,RT @KyleShowalter: Im so glad you dumped me https://t.co/rnhmGi3jag,?
InomineX,11/9/2016 22:32,None,FALSE,RT @RealAlexJones: Breaking: Anti-Trump Protests Breaks Out Around Country - https://t.co/NZghMAFVv8 #StillWithHer #NotMyPresident #TrumpTh ,?
madmcon,11/9/2016 22:32,None,FALSE,When I found out Trump was our next Prez it felt like the Spongebob episode when Plankton takes over Bikini Bottom  https://t.co/MJCD3IKEYd,?
honestmattress,11/9/2016 22:32,None,FALSE,Mattress Mack Loses $10 Million Betting Against Donald Trump https://t.co/RxCflnE4BW @DelRey @DavidZax  https://t.co/X2zP5VUDxl,?
CoachDale1957,11/9/2016 22:32,None,FALSE,RT @mitchellvii: With President Trump finally well have a government by the people not to the people...,?
ryf_feed,11/9/2016 22:32,None,FALSE,Peter Thiel s Bet on Donald Trump Wins Big https://t.co/PhXCXbrchF,?
allypondd,11/9/2016 22:32,None,FALSE,all I know is Im voting Kanye in 2020 because if trump could do it then so can Kanye  ,?
rosjd,11/9/2016 22:32,None,FALSE,@MMFlint MM temporarily resists Hillarys appeal to all her sycophants for an open mind ... and to embrace president-elect Trump.,?
k_masuko,11/9/2016 22:32,None,FALSE,RT @themindcircle: 20 of the best reactions to Trump winning the election: https://t.co/6JzFbBRCyL,?
MPenzes,11/9/2016 22:32,None,FALSE,RT @NationalDays: 9/11 and 11/9 Two of the worst days in American history #Trump #ElectionNight https://t.co/h6gDusE4Wr,?
hannesellars,11/9/2016 22:32,None,FALSE,Ill say it again. #NotMyPresident https://t.co/ImrLQXsp2S,?
toribrown416,11/9/2016 22:32,None,FALSE,RT @mami_chique: Donald Trump is not my President. I will disrespect the fuck outta him like you white folks did to Obama. Fuck him and his ,?
jaxonfox23,11/9/2016 22:32,None,FALSE,Time to stop blaming Trump and blame ourselves. He didnt just show up at the White House. 1/2 of our country has voiced theyre opinion. ,?
laquinton,11/9/2016 22:32,None,FALSE,RT @BrysonTlIIer: I now understand why Trump won. Watch this   https://t.co/JoX23gEZRM,?
casualmood,11/9/2016 22:32,None,FALSE,Please help support Fuck trump add a #Twibbon now! https://t.co/oUfR4q8hlz,?
MarketingGurus2,11/9/2016 22:32,None,FALSE,#Google #News Trump win sparks student walkouts and angry protests across California - Los Angeles Times https://t.co/XpV3pbeyJO,?
OuttaBaghdad4Nw,11/9/2016 22:32,None,FALSE,RT @BenHowe: People act like #NeverTrumps bet was Trump wouldnt win &amp; now we have no credibility. Our bet was that hed be an awful p ,?
TrapBernie,11/9/2016 22:32,None,FALSE,RT @An0malyMusic: So the fact that @maddow has the audacity to continue blaming others for the Donald Trump she propelled  into office is m ,?
Gazerfoxie,11/9/2016 22:32,None,FALSE,RT @ACLU: Should President-elect Donald Trump attempt to implement his unconstitutional campaign promises well see him in court.,?
Darkskin_Drakee,11/9/2016 22:32,None,FALSE,RT @FatherTone: Obama trying to sleep and yall on his lawn making all that noise https://t.co/pjfOm38bYT,?
MyahRose_,11/9/2016 22:32,None,FALSE,RT @ajplus: America meet your new president: Donald J. Trump. https://t.co/Ug2ec6gCX0,?
